goodreads_book_id,tag_id,count,tag_name
34499,11305,4388,fantasy
34501,11305,1057,fantasy
34502,11305,3707,fantasy
34503,11305,1916,fantasy
34504,11305,2860,fantasy
34506,11305,6319,fantasy
34507,11305,2797,fantasy
34508,11305,880,fantasy
34510,11305,1854,fantasy
34511,11743,594,fiction
34517,11305,4367,fantasy
34527,11305,3720,fantasy
34529,11305,3444,fantasy
34532,11305,4187,fantasy
34534,11305,2308,fantasy
34541,11305,3147,fantasy
34548,21689,407,fiction
34605,14821,854,horror
34760,21689,386,fiction
34871,14821,149,horror
34897,11305,8255,fantasy
34898,11305,389,fantasy
34919,11305,499,fantasy
34941,26837,403,science fiction
34988,11305,445,fantasy
34993,11743,867,fiction
35100,14552,463,history
35125,26837,307,science fiction
35210,27095,233,self help
35220,7457,2672,classics
35231,11305,6406,fantasy
35233,11305,167,fantasy
35332,7116,275,fiction
35354,20939,474,mystery
35430,26837,342,science fiction
35476,21689,265,fiction
35488,4605,289,biography
35519,14552,237,history
35539,20673,240,music
35729,22973,2233,paranormal
35743,11743,767,fiction
35805,11743,146,fiction
35816,26837,1038,science fiction
35921,26837,1346,science fiction
35982,21689,836,fiction
36058,8517,242,crime
36064,11743,267,fiction
36071,27095,263,self help
36072,21689,2207,fiction
36076,5951,279,business
36086,14552,1451,history
36159,26837,143,science fiction
36315,14821,1086,horror
36529,21689,1105,fiction
36638,6953,261,childrens
37034,14821,1578,horror
37095,11743,644,fiction
37100,20939,193,mystery
37186,11305,685,fantasy
37187,11743,186,fiction
37190,11305,1900,fantasy
37296,20939,223,mystery
37297,20939,290,mystery
37298,20939,243,mystery
37300,20939,222,mystery
37301,20939,624,mystery
37302,20939,218,mystery
37303,20939,245,mystery
37304,20939,312,mystery
37338,26138,547,romance
37377,6953,153,childrens
37380,14487,136,historical fiction
37398,11743,536,fiction
37415,7457,3838,classics
37426,11743,697,fiction
37435,11743,6543,fiction
37442,26785,389,fantasy
37451,6750,223,chick lit
37470,14487,7515,historical fiction
37526,7457,1437,classics
37586,11305,170,fantasy
37619,14487,266,historical fiction
37677,7457,704,classics
37732,33114,1889,young adult
37737,6953,214,childrens
37738,6953,362,childrens
37739,33114,323,young adult
37741,6953,759,childrens
37743,33114,1324,young adult
37781,11743,3951,fiction
37793,11743,703,fiction
37847,21689,344,fiction
37875,21689,96,fiction
38030,6750,242,chick lit
38169,11743,680,fiction
38180,11743,718,fiction
38210,24526,250,psychology
38262,7457,1625,classics
38296,7457,2311,classics
38315,21689,562,fiction
38333,13561,1701,graphic novels
38412,26816,666,science
38447,11743,9562,fiction
38462,11743,959,fiction
38500,11743,657,fiction
38501,11743,850,fiction
38502,11743,202,fiction
38503,11743,224,fiction
38505,11743,222,fiction
38529,22983,414,romance
38548,22983,516,romance
38562,22983,420,romance
38568,22983,718,romance
38619,31617,3751,fantasy
38703,33114,322,young adult
38709,33114,4277,young adult
38723,21689,593,fiction
38739,21689,325,fiction
38743,21689,524,fiction
38787,11743,338,fiction
38855,2305,96,history
38980,33114,2666,young adult
38990,13561,3839,graphic novels
39020,14552,2801,history
39026,30358,244,thriller
39028,30358,353,thriller
39030,30358,486,thriller
39031,30358,519,thriller
39032,30358,216,thriller
39033,20939,406,mystery
39045,6750,283,chick lit
39542,8150,582,cookbooks
39662,14821,1878,horror
39664,11743,230,fiction
39792,20939,312,mystery
39795,20939,547,mystery
39796,20939,333,mystery
39798,20939,250,mystery
39799,20939,257,mystery
39801,20939,353,mystery
39916,13561,621,graphic novels
39926,21773,347,nonfiction
39933,21773,46,nonfiction
39963,14487,477,historical fiction
39980,14487,408,historical fiction
39988,33114,1019,young adult
39999,14487,3844,historical fiction
40024,20939,1756,mystery
40067,14552,641,history
40102,21689,6003,fiction
40136,21689,263,fiction
40158,11305,2176,fantasy
40159,11305,1799,fantasy
40168,2938,216,art
40173,21689,854,fiction
40189,31155,936,travel
40200,14487,1318,historical fiction
40217,11305,1391,fantasy
40223,11305,419,fantasy
40271,11305,923,fantasy
40289,26837,172,science fiction
40290,11305,1859,fantasy
40293,26837,401,science fiction
40313,26138,304,romance
40317,20939,1611,mystery
40320,26138,403,romance
40329,20939,501,mystery
40331,20939,1813,mystery
40395,26837,1487,science fiction
40425,7457,959,classics
40440,11743,3617,fiction
40445,26837,1826,science fiction
40465,11743,365,fiction
40470,11743,505,fiction
40471,11743,351,fiction
40482,20939,174,mystery
40483,11743,370,fiction
40493,14487,1551,historical fiction
40496,7457,388,classics
40526,30464,672,travel
40580,21689,734,fiction
40710,30358,154,thriller
40722,11743,382,fiction
40745,21689,889,fiction
40923,4605,842,biography
40929,4605,1134,biography
40992,11305,953,fantasy
41069,26837,634,science fiction
41193,11743,1068,fiction
41219,11743,1740,fiction
41424,11305,887,fantasy
41490,20939,443,mystery
41502,14487,669,historical fiction
41667,11743,640,fiction
41681,11743,1826,fiction
41684,7457,1528,classics
41689,11743,277,fiction
41698,11743,211,fiction
41701,11743,259,fiction
41704,11743,224,fiction
41706,11743,342,fiction
41707,11743,305,fiction
41710,11743,268,fiction
41716,11743,358,fiction
41804,11743,1681,fiction
41810,26837,470,science fiction
41811,26837,2312,science fiction
41820,26837,836,science fiction
41821,26837,546,science fiction
41865,33114,16446,young adult
41899,33114,1430,young adult
41913,11743,834,fiction
41918,21689,399,fiction
41950,11743,361,fiction
41951,11743,396,fiction
41958,11743,314,fiction
41962,11743,288,fiction
41967,11743,403,fiction
41977,26138,196,romance
42038,23831,2685,poetry
42058,7457,1514,classics
42149,6750,1438,chick lit
42155,6750,2066,chick lit
42156,6750,3103,chick lit
42172,11743,143,fiction
42369,6953,329,childrens
42389,14552,1870,history
42407,6953,127,childrens
42432,11743,660,fiction
42435,14552,341,history
42512,14552,445,history
42547,4605,277,biography
42603,21689,886,fiction
42607,7457,2234,classics
42631,7077,174,christian
42641,7457,420,classics
42661,14552,630,history
42691,14487,219,historical fiction
42692,14487,367,historical fiction
42696,14487,495,historical fiction
42697,14487,922,historical fiction
42898,22983,1867,romance
42899,26138,3121,romance
42900,22973,2253,paranormal
42909,21689,384,fiction
42933,14487,780,historical fiction
42986,14487,569,historical fiction
43015,21689,1814,fiction
43035,7457,2945,classics
43037,7457,269,classics
43049,7457,489,classics
43070,7778,988,comics
43081,21689,161,fiction
43255,4605,163,biography
43324,11743,220,fiction
43325,11743,232,fiction
43326,30358,52,thriller
43327,11743,181,fiction
43328,11743,303,fiction
43330,11743,384,fiction
43339,20939,623,mystery
43342,20939,490,mystery
43345,20939,365,mystery
43352,20939,446,mystery
43357,20939,389,mystery
43369,21689,2106,fiction
43448,11743,1468,fiction
43545,7457,1971,classics
43615,11305,8723,fantasy
43641,11743,1937,fiction
43739,7778,384,comics
43758,14821,1980,horror
43763,11305,2023,fantasy
43780,14821,87,horror
43781,11743,442,fiction
43782,14821,727,horror
43797,14821,69,horror
43798,11743,281,fiction
43799,11743,227,fiction
43805,14821,442,horror
43808,14821,166,horror
43814,14821,2443,horror
43818,14821,37,horror
43841,14487,1061,historical fiction
43877,27095,147,self help
43884,11305,877,fantasy
43886,11305,1561,fantasy
43887,11305,2383,fantasy
43889,11305,8032,fantasy
43892,11305,3919,fantasy
43893,11305,405,fantasy
43908,11305,1492,fantasy
43915,11305,373,fantasy
43916,11305,2479,fantasy
43917,11305,1377,fantasy
43924,20939,342,mystery
43926,20939,336,mystery
43927,20939,321,mystery
43928,20939,574,mystery
43929,20939,257,mystery
43930,20939,462,mystery
43931,20939,698,mystery
43932,20939,393,mystery
43933,20939,878,mystery
43944,14487,965,historical fiction
43945,11743,1088,fiction
43992,20939,156,mystery
43993,20939,273,mystery
44001,11743,384,fiction
44133,11743,201,fiction
44170,11305,2280,fantasy
44184,33114,1235,young adult
44186,6960,278,childrens
44255,31155,318,travel
44360,21689,131,fiction
44361,7077,215,christian
44399,21689,41,fiction
44543,14487,679,historical fiction
44559,11743,253,fiction
44597,11743,1476,fiction
44644,5951,150,business
44652,11305,892,fantasy
44659,11305,5296,fantasy
44660,11305,335,fantasy
44687,11305,4026,fantasy
44688,11305,4248,fantasy
44796,11743,359,fiction
44905,21689,688,fiction
45020,20939,1011,mystery
45032,11743,2704,fiction
45100,11305,3982,fantasy
45101,11305,3019,fantasy
45102,11305,2956,fantasy
45106,11305,1309,fantasy
45107,11305,1767,fantasy
45108,11305,420,fantasy
45109,11305,3305,fantasy
45110,11305,1702,fantasy
45112,14361,189,fantasy
45162,14487,1802,historical fiction
45169,11743,215,fiction
45181,11305,612,fantasy
45195,7457,740,classics
45220,11743,369,fiction
45234,11743,534,fiction
45244,26837,894,science fiction
45245,26837,942,science fiction
45252,26837,1377,science fiction
45260,26837,521,science fiction
45369,14487,354,historical fiction
45432,11305,484,fantasy
45546,14552,1655,history
45685,7457,1271,classics
45760,11743,328,fiction
45967,11743,53,fiction
45974,23831,381,poetry
45978,33114,906,young adult
46012,26138,375,romance
46114,7457,850,classics
46164,7457,2574,classics
46165,11743,1126,fiction
46170,7457,4168,classics
46182,11743,35,fiction
46190,20673,554,music
46191,27095,252,self help
46199,23831,1407,poetry
46201,23831,1211,poetry
46202,11305,2347,fantasy
46227,11743,440,fiction
46292,23831,29,poetry
46306,7457,1477,classics
46349,19733,309,memoir
46438,11743,406,fiction
46460,11743,343,fiction
46544,14487,943,historical fiction
46601,7116,647,fiction
46654,26837,572,science fiction
46656,26837,266,science fiction
46661,11743,279,fiction
46674,21773,115,nonfiction
46676,21689,183,fiction
46677,6953,1103,childrens
46755,11743,656,fiction
46756,11743,3179,fiction
46777,11305,2366,fantasy
46787,7457,5073,classics
46799,11743,970,fiction
46815,21689,471,fiction
46906,19052,2096,manga
46908,19052,2165,manga
46913,2938,57,art
46917,11743,406,fiction
46945,11743,613,fiction
47021,7457,4126,classics
47076,11743,431,fiction
47212,11305,8018,fantasy
47281,11743,1526,fiction
47304,21773,186,nonfiction
47345,11743,193,fiction
47401,26138,580,romance
47520,11305,2490,fantasy
47558,11743,185,fiction
47559,2938,241,art
47613,11305,1558,fantasy
47618,11305,824,fantasy
47619,11305,927,fantasy
47620,11305,994,fantasy
47624,11305,4707,fantasy
47667,11743,344,fiction
47697,7778,89,comics
47701,11305,751,fantasy
47720,13561,1241,graphic novels
47730,23831,571,poetry
47780,18326,18,fiction
47878,11305,345,fantasy
47881,11305,410,fantasy
47922,33114,440,young adult
47944,33114,318,young adult
47956,11305,2806,fantasy
47957,11305,1816,fantasy
47959,11305,1730,fantasy
47989,11305,447,fantasy
47990,11305,1085,fantasy
47994,11305,2872,fantasy
48002,11305,3373,fantasy
48019,5951,575,business
48037,14821,1076,horror
48132,21689,493,fiction
48183,11743,206,fiction
48304,8150,446,cookbooks
48318,23471,263,philosophy
48328,11743,1554,fiction
48464,11743,811,fiction
48467,11743,764,fiction
48484,26837,964,science fiction
48697,2938,144,art
48757,23471,1288,philosophy
48758,7077,201,christian
48811,20939,185,mystery
48834,21689,251,fiction
48855,21689,11202,fiction
48862,11743,547,fiction
48974,33114,454,young adult
49006,11305,366,fantasy
49011,11305,1037,fantasy
49041,33114,12552,young adult
49158,27095,62,self help
49176,24526,113,psychology
49195,4605,475,biography
49221,7077,485,christian
49234,26816,780,science
49245,21689,88,fiction
49250,14552,738,history
49251,21689,259,fiction
49322,24526,331,psychology
49350,20939,358,mystery
49353,20939,599,mystery
49436,21689,3651,fiction
49455,7457,1024,classics
49465,14487,1203,historical fiction
49540,7457,1393,classics
49552,7457,6783,classics
49596,20939,437,mystery
49628,26837,1905,science fiction
49750,33114,5496,young adult
49824,14487,277,historical fiction
50001,11305,308,fantasy
50027,11305,1068,fantasy
50033,11743,1068,fiction
50039,20673,268,music
50051,11743,306,fiction
50091,26837,278,science fiction
50140,7457,116,classics
50144,11743,870,fiction
50275,7457,114,classics
50365,11743,710,fiction
50398,7457,11122,classics
50453,11743,117,fiction
50618,20939,66,mystery
50695,11743,435,fiction
50750,22973,568,paranormal
50798,7457,2028,classics
50833,11743,877,fiction
50930,7116,405,fiction
50937,5951,680,business
51019,11743,1400,fiction
51070,11743,480,fiction
51078,7778,363,comics
51113,11743,355,fiction
51114,14487,352,historical fiction
51299,25647,791,religion
51362,20939,169,mystery
51364,21689,453,fiction
51370,5951,85,business
51428,11305,2424,fantasy
51496,7457,8292,classics
51497,7457,1315,classics
51504,11743,1125,fiction
51606,11743,735,fiction
51715,23471,453,philosophy
51737,33114,2913,young adult
51738,33114,2654,young adult
51740,33114,479,young adult
51799,7457,1149,classics
51893,7457,752,classics
51964,26837,3683,science fiction
51985,23471,1238,philosophy
52036,7457,4693,classics
52258,11743,582,fiction
52309,4605,1087,biography
52318,26837,497,science fiction
52350,14821,561,horror
52357,7457,5997,classics
52367,7778,674,comics
52372,21689,357,fiction
52397,26837,1025,science fiction
52415,20939,334,mystery
52471,11743,246,fiction
52529,27095,1080,self help
52588,21689,465,fiction
52629,11743,49,fiction
52635,14821,1501,horror
52640,11305,1054,fantasy
52783,11743,362,fiction
52823,7457,751,classics
52872,11743,409,fiction
52873,11743,261,fiction
53022,23831,2158,poetry
53061,7457,634,classics
53064,11743,442,fiction
53168,14821,254,horror
53200,26816,510,science
53343,21689,286,fiction
53413,11743,416,fiction
53447,11743,227,fiction
53496,33114,1304,young adult
53498,23831,1297,poetry
53580,6953,249,childrens
53625,20939,130,mystery
53639,11743,560,fiction
53645,19733,573,memoir
53764,26837,362,science fiction
53809,23471,26,philosophy
53817,7077,386,christian
53834,7077,248,christian
53835,7457,4481,classics
53926,11743,217,fiction
53969,14487,220,historical fiction
54120,11743,271,fiction
54270,14552,532,history
54479,7457,4561,classics
54492,7457,411,classics
54499,7457,1928,classics
54529,21689,394,fiction
54539,7457,2504,classics
54620,11743,228,fiction
54666,21689,362,fiction
54984,14487,158,historical fiction
55018,20939,196,mystery
55019,20939,217,mystery
55022,20939,394,mystery
55030,26816,3229,science
55095,21689,56,fiction
55229,14552,341,history
55352,21689,169,fiction
55354,21689,146,fiction
55398,11305,1787,fantasy
55399,11305,478,fantasy
55401,11305,2562,fantasy
55403,14552,765,history
56034,11743,821,fiction
56066,8429,11,mystery
56073,21689,368,fiction
56157,21689,237,fiction
56353,14487,507,historical fiction
56373,14487,1113,historical fiction
56405,7077,238,christian
56452,5951,335,business
56454,5951,396,business
56465,21689,1000,fiction
56466,11743,93,fiction
56480,7077,155,christian
56495,7077,1010,christian
56594,21689,151,fiction
56616,11743,272,fiction
56627,21689,984,fiction
56634,7077,184,christian
56674,11743,432,fiction
56728,6953,336,childrens
56759,7457,1830,classics
56842,11743,680,fiction
56899,11743,134,fiction
56912,2938,238,art
56913,8150,355,cookbooks
56919,7457,46,classics
57605,6953,223,childrens
57727,11743,348,fiction
57736,11743,358,fiction
57854,7457,568,classics
57891,11743,864,fiction
57913,11743,396,fiction
57951,20939,309,mystery
58027,11743,1447,fiction
58033,7457,26,classics
58077,20939,1276,mystery
58098,23831,483,poetry
58314,11743,536,fiction
58345,7457,4249,classics
58547,20673,322,music
58696,7457,6203,classics
58728,21689,73,fiction
58822,11743,547,fiction
58889,11305,2322,fantasy
58890,11305,1859,fantasy
58893,11305,1713,fantasy
58894,11305,1747,fantasy
58922,6953,484,childrens
58962,20939,563,mystery
59091,11743,226,fiction
59142,7457,378,classics
59145,7457,1022,classics
59151,11743,545,fiction
59219,14821,1800,horror
59263,11305,2883,fantasy
59264,33114,742,young adult
59715,7778,763,comics
59716,7457,3400,classics
59780,11743,386,fiction
59810,26138,1368,romance
59813,26138,822,romance
59819,8076,193,romance
59821,26138,1053,romance
59822,26138,1076,romance
59825,26138,1041,romance
59829,26138,1393,romance
59830,26138,1112,romance
59836,26138,212,romance
59882,11743,93,fiction
59887,26138,231,romance
59889,26138,142,romance
59924,26837,1617,science fiction
59952,13561,1035,graphic novels
59960,13561,3056,graphic novels
59969,13561,800,graphic novels
59978,13561,671,graphic novels
59980,11743,333,fiction
60057,11743,240,fiction
60080,21773,55,nonfiction
60142,11743,123,fiction
60177,11305,779,fantasy
60211,11305,1178,fantasy
60220,26138,604,romance
60223,26138,641,romance
60229,26837,356,science fiction
60400,11743,418,fiction
60431,2938,252,art
60471,11743,182,fiction
60510,11305,2579,fantasy
60551,23471,476,philosophy
60748,21773,934,nonfiction
60792,11743,1033,fiction
60925,11305,468,fantasy
60929,26837,985,science fiction
60931,14487,1448,historical fiction
60932,26837,457,science fiction
60935,11743,333,fiction
60937,11743,322,fiction
61115,19733,362,memoir
61179,26837,2734,science fiction
61181,26837,833,science fiction
61264,11743,361,fiction
61266,7457,16,classics
61329,5951,621,business
61505,14552,534,history
61535,21689,2336,fiction
61539,21689,533,fiction
61549,6953,490,childrens
61663,26816,1339,science
61665,26816,728,science
61666,26837,2151,science fiction
61672,11743,394,fiction
61794,7457,231,classics
61834,21689,539,fiction
61886,11305,2995,fantasy
61899,26837,689,science fiction
61903,26837,451,science fiction
61904,11305,1808,fantasy
61905,26837,902,science fiction
61906,26837,1036,science fiction
61909,26837,670,science fiction
61915,26837,707,science fiction
61926,11743,180,fiction
61938,26837,525,science fiction
61942,11305,1004,fantasy
61958,11305,1441,fantasy
61974,26837,334,science fiction
61975,11305,4846,fantasy
62012,11305,1346,fantasy
62032,11305,770,fantasy
62103,7457,65,classics
62111,7457,1803,classics
62212,14487,892,historical fiction
62233,11305,872,fantasy
62291,11305,22080,fantasy
62446,7457,2678,classics
62479,11305,289,fantasy
62485,11305,123,fantasy
62530,11305,3455,fantasy
62571,14821,597,horror
62953,13561,2528,graphic novels
63032,11743,1039,fiction
63033,11743,811,fiction
63432,26837,873,science fiction
63461,11743,210,fiction
63689,31155,828,travel
63697,21689,3412,fiction
63720,11305,1043,fantasy
63832,21689,337,fiction
64023,21689,157,fiction
64081,21689,215,fiction
64216,11305,2159,fantasy
64217,11305,1595,fantasy
64218,11743,568,fiction
64222,11305,4376,fantasy
64394,26837,517,science fiction
64401,11305,1198,fantasy
64481,14487,722,historical fiction
64582,21773,185,nonfiction
64666,21689,736,fiction
64732,26837,485,science fiction
64794,26816,329,science
64854,20939,1008,mystery
64857,20939,427,mystery
64860,20939,1141,mystery
64862,20939,909,mystery
64863,20939,2571,mystery
64864,20939,904,mystery
64865,20939,1451,mystery
64895,14552,650,history
64948,14821,500,horror
64949,29076,33,suspense
64955,14821,580,horror
64960,14821,237,horror
65070,33114,156,young adult
65091,11305,729,fantasy
65110,11743,714,fiction
65111,11743,751,fiction
65112,11743,715,fiction
65113,33114,117,young adult
65118,11743,796,fiction
65119,11743,1067,fiction
65217,6960,74,childrens
65336,23831,931,poetry
65399,11743,106,fiction
65497,7116,398,fiction
65605,6953,1542,childrens
65633,11305,24,fantasy
65641,11305,7969,fantasy
65684,11743,244,fiction
65840,33114,798,young adult
65910,20939,265,mystery
65948,14821,407,horror
66354,24526,1409,psychology
66370,14821,513,horror
66470,11743,126,fiction
66559,20939,3002,mystery
66655,14821,789,horror
66676,11305,361,fantasy
66678,11305,1191,fantasy
66683,11305,278,fantasy
66692,11305,392,fantasy
66693,11305,1121,fantasy
66695,11305,2354,fantasy
66857,21689,620,fiction
66933,21689,366,fiction
67035,14821,854,horror
67238,7457,86,classics
67513,31617,1246,fantasy
67657,8150,218,cookbooks
67863,28384,86,spirituality
67920,21689,911,fiction
67931,30358,201,thriller
68099,20939,795,mystery
68143,21689,388,fiction
68210,11743,2362,fiction
68378,11305,592,fantasy
68380,11305,503,fantasy
68396,11305,1860,fantasy
68418,11305,248,fantasy
68427,11305,1027,fantasy
68428,11305,15166,fantasy
68429,11305,9742,fantasy
68452,11305,140,fantasy
68453,11743,146,fiction
68455,11305,460,fantasy
68458,11305,908,fantasy
68483,11743,186,fiction
68487,11305,6459,fantasy
68488,11305,3790,fantasy
68494,11305,2844,fantasy
68496,11305,1280,fantasy
68497,11305,1407,fantasy
68520,14487,1280,historical fiction
68521,14487,669,historical fiction
68524,14487,674,historical fiction
68526,14487,1276,historical fiction
68527,14487,740,historical fiction
68528,14487,1476,historical fiction
68530,11743,177,fiction
68531,14487,268,historical fiction
68591,11743,466,fiction
68783,19733,1134,memoir
68811,11743,301,fiction
68930,20939,1052,mystery
68984,27095,242,self help
68985,5951,56,business
69136,11305,2978,fantasy
69242,5951,1196,business
69392,14487,587,historical fiction
69477,33114,365,young adult
69571,5951,1313,business
70241,11743,519,fiction
70287,14487,613,historical fiction
70401,7457,4224,classics
70420,21689,570,fiction
70487,7778,638,comics
70489,7778,473,comics
70509,11743,420,fiction
70535,26837,4276,science fiction
70539,26837,1520,science fiction
70561,14552,712,history
70912,11743,290,fiction
71252,13561,1914,graphic novels
71292,7778,392,comics
71332,11743,899,fiction
71458,11743,219,fiction
71622,14487,569,historical fiction
71728,23471,633,philosophy
71771,14487,444,historical fiction
71776,11743,767,fiction
71784,11743,348,fiction
71787,11743,272,fiction
71811,31617,4100,fantasy
71823,14821,200,horror
71863,33114,411,young adult
71864,33114,483,young adult
71865,33114,589,young adult
71867,33114,316,young adult
71869,33114,338,young adult
71870,33114,380,young adult
71984,14552,550,history
72003,11743,115,fiction
72148,11743,249,fiction
72159,7457,737,classics
72223,14552,1497,history
72536,21689,789,fiction
72623,26138,407,romance
72657,23471,270,philosophy
72659,21689,403,fiction
72854,14487,995,historical fiction
72855,14487,333,historical fiction
72929,14487,603,historical fiction
72978,7457,787,classics
73051,26837,199,science fiction
73062,14487,751,historical fiction
73064,26138,1069,romance
73070,26138,1504,romance
73080,26138,637,romance
73084,26138,969,romance
73086,26138,1158,romance
73089,26138,1119,romance
73095,26138,858,romance
73100,26138,944,romance
73184,25647,226,religion
73186,7077,757,christian
73297,7116,388,fiction
73385,26138,1086,romance
73860,24526,59,psychology
73864,21689,402,fiction
73906,11743,236,fiction
73945,23471,1350,philosophy
73960,7457,665,classics
73965,19733,323,memoir
73968,26138,715,romance
74033,20939,644,mystery
74034,21689,618,fiction
74036,20939,925,mystery
74169,7077,129,christian
74256,11743,140,fiction
74270,11743,157,fiction
74389,14487,1139,historical fiction
74406,11743,482,fiction
74462,11743,377,fiction
74532,6953,756,childrens
74731,11743,680,fiction
74812,21689,568,fiction
74821,14821,340,horror
74824,11743,308,fiction
74862,6953,9,childrens
74928,19052,1380,manga
74997,6953,155,childrens
74998,11305,227,fantasy
75020,30358,271,thriller
75024,11743,518,fiction
75162,21689,87,fiction
76104,20939,161,mystery
76171,11743,1290,fiction
76179,26138,205,romance
76237,20939,177,mystery
76248,20939,46,mystery
76334,28384,737,spirituality
76401,14552,713,history
76527,7457,718,classics
76620,7457,4556,classics
76658,11305,1935,fantasy
76659,11305,1263,fantasy
76660,11305,527,fantasy
76661,11305,1041,fantasy
76664,11305,2503,fantasy
76667,11305,1083,fantasy
76668,11743,164,fiction
76679,11743,415,fiction
76683,26837,2175,science fiction
76688,26837,966,science fiction
76706,20939,731,mystery
76740,26837,1219,science fiction
76778,26837,4135,science fiction
76865,5963,163,business
76867,20939,474,mystery
76889,23831,1721,poetry
77013,7457,3324,classics
77103,11743,363,fiction
77142,11743,2107,fiction
77156,11743,1024,fiction
77160,11305,1705,fantasy
77161,11305,971,fantasy
77163,14487,437,historical fiction
77203,11743,11711,fiction
77262,11743,209,fiction
77270,7457,2237,classics
77276,11305,2099,fantasy
77281,7778,371,comics
77295,21689,96,fiction
77298,11743,246,fiction
77366,11305,1037,fantasy
77368,11305,1711,fantasy
77378,20939,344,mystery
77390,7457,2896,classics
77391,7457,1226,classics
77392,7457,2287,classics
77394,7457,1535,classics
77395,11743,578,fiction
77398,11743,427,fiction
77427,14487,644,historical fiction
77430,14487,1580,historical fiction
77431,14487,548,historical fiction
77449,14487,1403,historical fiction
77477,11743,348,fiction
77504,26837,940,science fiction
77505,26837,1103,science fiction
77507,26837,2143,science fiction
77554,11743,741,fiction
77565,26837,2033,science fiction
77566,11743,1156,fiction
77661,20939,1247,mystery
77699,11743,206,fiction
77711,26837,1718,science fiction
77727,7778,1176,comics
77735,26837,324,science fiction
77736,26837,672,science fiction
77738,26837,565,science fiction
77739,26837,536,science fiction
77767,7457,1725,classics
77770,7457,664,classics
77773,26837,1257,science fiction
77786,26837,380,science fiction
77787,26837,428,science fiction
77866,11743,292,fiction
77995,7457,269,classics
78039,6953,624,childrens
78129,30358,1441,thriller
78131,20939,228,mystery
78250,23471,224,philosophy
78408,11743,199,fiction
78411,11743,871,fiction
78418,11743,1325,fiction
78427,21689,306,fiction
78433,11743,2814,fiction
78508,14552,910,history
78629,4605,145,biography
78674,11743,354,fiction
78728,11743,319,fiction
78876,11305,3168,fantasy
78950,7457,1808,classics
78960,7457,730,classics
78970,11743,189,fiction
78971,11743,207,fiction
78972,11743,182,fiction
78976,11743,152,fiction
78982,11743,385,fiction
78983,11743,824,fiction
78985,11743,201,fiction
78987,11743,348,fiction
78989,11743,230,fiction
79006,11743,229,fiction
79016,11743,128,fiction
79121,7457,400,classics
79257,21689,163,fiction
79378,20939,503,mystery
79379,20939,507,mystery
79421,7077,178,christian
79422,13561,1266,graphic novels
79426,13561,1267,graphic novels
79428,23471,423,philosophy
79649,26379,27,classics
79705,7116,429,fiction
79790,19733,420,memoir
79834,14487,270,historical fiction
79879,6953,137,childrens
79885,20939,1092,mystery
80176,11743,804,fiction
80369,23471,1117,philosophy
80449,23471,1085,philosophy
80534,11743,257,fiction
80536,11743,468,fiction
80566,11743,727,fiction
80568,11743,349,fiction
80570,19733,291,memoir
80616,20939,1033,mystery
80630,30386,26,thriller
80631,20939,163,mystery
80642,21689,728,fiction
80660,11743,1874,fiction
80670,33114,145,young adult
80672,6953,187,childrens
80674,11743,383,fiction
80750,7116,206,fiction
80834,13561,874,graphic novels
80890,7457,538,classics
81176,21689,447,fiction
81227,21689,1320,fiction
81524,11305,753,fantasy
81779,23471,1947,philosophy
81903,20939,1273,mystery
81922,5951,244,business
81939,28384,137,spirituality
81948,5963,64,business
81959,21689,265,fiction
81992,26837,230,science fiction
82192,11305,2139,fantasy
82356,7457,917,classics
82397,7457,431,classics
82434,33114,84,young adult
82436,33114,715,young adult
82553,33114,328,young adult
82747,11743,162,fiction
82748,6750,1030,chick lit
82751,21689,561,fiction
82780,33114,507,young adult
82817,26138,239,romance
82888,7457,139,classics
82970,21689,942,fiction
82991,20939,332,mystery
83083,20939,1177,mystery
83143,14487,631,historical fiction
83144,26138,1122,romance
83346,7457,94,classics
83369,20939,1089,mystery
83539,26837,630,science fiction
83674,11743,1084,fiction
83763,26837,1194,science fiction
84022,11743,127,fiction
84052,11743,163,fiction
84054,11743,154,fiction
84119,11305,8813,fantasy
84132,22973,674,paranormal
84133,22983,813,romance
84135,22983,832,romance
84136,22983,1384,romance
84139,22983,872,romance
84140,22983,1087,romance
84142,22983,918,romance
84144,22983,946,romance
84145,22973,315,paranormal
84146,22983,820,romance
84151,22983,995,romance
84351,26138,708,romance
84369,11743,2024,fiction
84525,5951,186,business
84552,11305,820,fantasy
84699,5951,313,business
84736,20939,88,mystery
84777,20939,543,mystery
84785,20939,448,mystery
84786,20939,235,mystery
84839,20939,225,mystery
84842,20939,146,mystery
84844,20939,157,mystery
84847,20939,323,mystery
84927,14487,81,historical fiction
84981,11305,2269,fantasy
85301,11743,1393,fiction
85306,20939,370,mystery
85310,20939,194,mystery
85321,11743,117,fiction
85379,20939,828,mystery
85386,11743,1205,fiction
85391,11743,379,fiction
85392,20939,61,mystery
85418,20939,355,mystery
85425,20939,208,mystery
85431,28422,599,sports
85437,11743,383,fiction
85443,11743,78,fiction
85448,11743,422,fiction
85459,26138,869,romance
85491,26138,738,romance
85622,31155,532,travel
85679,7457,197,classics
85733,20939,234,mystery
85737,11743,221,fiction
85957,7116,412,fiction
85958,7116,412,fiction
85987,11743,402,fiction
85989,33114,593,young adult
85990,11305,2594,fantasy
85993,33114,652,young adult
86147,11743,615,fiction
